#
# Sprite sheet data for MonoGame.
#
# To learn how to import these sprites into your MonoGame project visit:
# https://www.codeandweb.com/texturepacker/monogame
#
# Sprite sheet: sp1.png (888 x 484)
# $TexturePacker:SmartUpdate:6584b9b1d954c4f2f6c058e3676b7f9a:274b2a635e7371b5518dd0117cfbe393:599f33db16f6751d25a88f09e3328e45$
#

Sprite/Arrow;0;133;436;62;46;62;46;0.5;0.5
Sprite/Atari130;0;1;102;220;104;220;104;0.5;0.5
Sprite/Atari800;0;1;1;233;99;233;99;0.5;0.5
Sprite/AzureBall;0;415;212;48;48;48;48;0.5;0.5
Sprite/Ball/0;0;730;302;3;3;32;32;0.6666666666666666;0.6666666666666666
Sprite/Ball/1;0;663;348;3;3;32;32;0.6666666666666666;0.6666666666666666
Sprite/Ball/2;0;760;354;3;3;32;32;0.6666666666666666;0.6666666666666666
Sprite/Ball/3;0;760;359;3;3;32;32;0.6666666666666666;0.6666666666666666
Sprite/Ball/4;0;800;83;4;4;32;32;0.5;0.5
Sprite/Ball/5;0;882;192;5;5;32;32;0.6;0.6
Sprite/Ball/6;0;576;352;6;6;32;32;0.5;0.5
Sprite/Ball/7;0;353;326;8;8;32;32;0.5;0.5
Sprite/Ball/8;0;575;395;10;10;32;32;0.5;0.5
Sprite/Ball/9;0;667;471;12;12;32;32;0.5;0.5
Sprite/Ball/10;0;685;457;14;14;32;32;0.5;0.5
Sprite/Ball/11;0;755;455;16;16;32;32;0.5;0.5
Sprite/Ball/12;0;862;192;18;18;32;32;0.5;0.5
Sprite/Ball/13;0;709;446;20;20;32;32;0.5;0.5
Sprite/Ball/14;0;731;452;22;22;32;32;0.5;0.5
Sprite/Ball/15;0;577;459;24;24;32;32;0.5;0.5
Sprite/Ball/16;0;732;354;26;26;32;32;0.5;0.5
Sprite/Ball/17;0;546;352;28;28;32;32;0.5;0.5
Sprite/Ball/18;0;631;249;30;30;32;32;0.5;0.5
Sprite/Ball/19;0;247;402;32;32;32;32;0.5;0.5
Sprite/Ball/20;0;281;402;32;32;32;32;0.5;0.5
Sprite/Ball/21;0;765;272;32;30;32;32;0.5;0.5333333333333333
Sprite/Ball/22;0;697;249;32;31;32;32;0.5;0.5161290322580645
Sprite/Ball/23;0;765;204;32;32;32;32;0.5;0.5
Sprite/Ball/24;0;765;238;32;32;32;32;0.5;0.5
Sprite/Ball/25;0;512;320;32;32;32;32;0.5;0.5
Sprite/Ball/26;0;512;354;32;32;32;32;0.5;0.5
Sprite/Ball/27;0;511;388;32;32;32;32;0.5;0.5
Sprite/Ball/28;0;663;243;32;32;32;32;0.5;0.5
Sprite/Butterfly/Flying/0;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Flying/1;0;701;370;29;20;39;37;0.43103448275862066;0.825
Sprite/Butterfly/Flying/2;0;626;281;35;16;39;37;0.4714285714285714;0.78125
Sprite/Butterfly/Flying/3;1;590;418;10;39;39;37;0.5;0.75
Sprite/Butterfly/Flying/4;1;697;416;10;36;39;37;0.4583333333333333;0.35
Sprite/Butterfly/Flying/5;0;576;360;31;20;39;37;0.4032258064516129;0.225
Sprite/Butterfly/Flying/6;0;864;115;23;22;39;37;0.3695652173913043;0.1590909090909091
Sprite/Butterfly/Flying/7;0;663;307;32;19;39;37;0.390625;0.18421052631578946
Sprite/Butterfly/Flying/8;0;602;415;37;10;39;37;0.47297297297297297;0.35
Sprite/Butterfly/Flying/9;1;631;353;10;38;39;37;0.5131578947368421;0.75
Sprite/Butterfly/Flying/10;1;646;317;15;34;39;37;0.4852941176470588;0.7666666666666667
Sprite/Butterfly/Flying/11;0;760;364;29;20;39;37;0.43103448275862066;0.825
Sprite/Butterfly/Idle/0;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/1;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/2;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/3;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/4;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/5;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/6;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/7;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/8;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/9;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/10;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/11;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/12;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/13;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/14;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/15;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/16;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/17;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/18;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/19;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/20;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/21;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/22;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/23;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/24;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/25;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/26;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/27;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/28;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/29;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/30;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/31;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/32;0;759;409;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/33;0;732;429;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/34;0;758;432;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/35;0;785;412;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/36;0;784;435;24;21;39;37;0.3958333333333333;0.8809523809523809
Sprite/Butterfly/Idle/37;1;709;392;21;25;39;37;0.42;0.8809523809523809
Sprite/Butterfly/Idle/38;1;709;419;21;25;39;37;0.42;0.8809523809523809
Sprite/Butterfly/Idle/39;0;862;168;25;22;39;37;0.42;0.8409090909090909
Sprite/Butterfly/Idle/40;0;641;394;25;22;39;37;0.42;0.8409090909090909
Sprite/Butterfly/Idle/41;1;825;306;22;26;39;37;0.40384615384615385;0.8409090909090909
Sprite/Butterfly/Idle/42;1;864;139;22;27;39;37;0.42592592592592593;0.8409090909090909
Sprite/Butterfly/Idle/43;0;791;366;28;21;39;37;0.44642857142857145;0.8333333333333334
Sprite/Butterfly/Idle/44;0;602;427;28;21;39;37;0.44642857142857145;0.8333333333333334
Sprite/Butterfly/Idle/45;0;733;332;30;20;39;37;0.45;0.825
Sprite/Butterfly/Idle/46;0;669;374;30;19;39;37;0.45;0.8157894736842105
Sprite/Butterfly/Idle/47;0;699;328;32;19;39;37;0.453125;0.8157894736842105
Sprite/Butterfly/Idle/48;0;765;184;33;18;39;37;0.4696969696969697;0.8055555555555556
Sprite/Butterfly/Idle/49;0;589;281;35;17;39;37;0.4714285714285714;0.7941176470588235
Sprite/Butterfly/Idle/50;0;626;299;35;16;39;37;0.4714285714285714;0.78125
Sprite/Butterfly/Idle/51;0;589;300;35;15;39;37;0.4714285714285714;0.8333333333333334
Sprite/Butterfly/Idle/52;0;550;247;37;14;39;37;0.47297297297297297;0.8214285714285714
Sprite/Butterfly/Idle/53;0;511;248;37;13;39;37;0.47297297297297297;0.8076923076923077
Sprite/Butterfly/Idle/54;1;574;263;13;38;39;37;0.4868421052631579;0.8076923076923077
Sprite/Butterfly/Idle/55;0;849;333;38;12;39;37;0.4868421052631579;0.7916666666666666
Sprite/Butterfly/Idle/56;0;849;347;38;12;39;37;0.4868421052631579;0.7916666666666666
Sprite/Butterfly/Idle/57;0;849;389;38;11;39;37;0.4868421052631579;0.7727272727272727
Sprite/Butterfly/Idle/58;1;223;102;11;39;39;37;0.5;0.7727272727272727
Sprite/Butterfly/Idle/59;0;586;347;39;11;39;37;0.5;0.7727272727272727
Sprite/Butterfly/Idle/60;0;844;402;39;10;39;37;0.5;0.75
Sprite/Butterfly/Idle/61;0;641;418;39;10;39;37;0.5;0.75
Sprite/Butterfly/Idle/62;0;632;430;39;10;39;37;0.5;0.75
Sprite/Butterfly/Idle/63;0;632;442;39;10;39;37;0.5;0.75
Sprite/Butterfly/Idle/64;1;590;418;10;39;39;37;0.5;0.75
Sprite/Butterfly/Idle/65;0;626;454;39;10;39;37;0.5;0.75
Sprite/Butterfly/Idle/66;0;626;466;39;10;39;37;0.5;0.75
Sprite/Butterfly/Idle/67;1;673;430;10;39;39;37;0.5;0.75
Sprite/Butterfly/Idle/68;1;685;416;10;39;39;37;0.5;0.75
Sprite/Butterfly/Idle/69;0;546;382;39;11;39;37;0.5;0.7727272727272727
Sprite/Butterfly/Idle/70;1;643;353;11;39;39;37;0.5;0.7727272727272727
Sprite/Butterfly/Idle/71;1;656;353;11;39;39;37;0.5;0.7727272727272727
